forename,forename2,cumprop,sex
bette,bet,0.885714286,female
bette,bessy,0.914285714,female
bette,bessie,0.942857143,female
bette,bess,0.971428571,female
bette,babette,1,female
bettie,lyssa,0.028571429,female
bettie,lizzie,0.057142857,female
bettie,lizbeth,0.085714286,female
bettie,lizabeth,0.114285714,female
bettie,liza,0.142857143,female
bettie,liz,0.171428571,female
bettie,lissa,0.2,female
bettie,lisette,0.228571429,female
bettie,lisa,0.257142857,female
bettie,libby,0.285714286,female
bettie,elspeth,0.314285714,female
bettie,elizabeth,0.342857143,female
bettie,eliza,0.371428571,female
bettie,eliz,0.4,female
bettie,elize,0.428571429,female
bettie,elissa,0.457142857,female
bettie,elisha,0.485714286,female
bettie,elise,0.514285714,female
bettie,elisabetta,0.542857143,female
bettie,elisabeth,0.571428571,female
bettie,elisa,0.6,female
bettie,bettye,0.628571429,female
bettie,betty,0.657142857,female
bettie,lisbeth,0.685714286,female
bettie,bettina,0.714285714,female
bettie,lizzy,0.742857143,female
bettie,bette,0.771428571,female
bettie,bett,0.8,female
bettie,betsy,0.828571429,female
bettie,betsey,0.857142857,female
bettie,bet,0.885714286,female
bettie,bessy,0.914285714,female
bettie,bessie,0.942857143,female
bettie,bess,0.971428571,female
bettie,babette,1,female
bettina,lyssa,0.028571429,female
bettina,lizzie,0.057142857,female
bettina,lizbeth,0.085714286,female
bettina,lizabeth,0.114285714,female
bettina,liza,0.142857143,female
bettina,liz,0.171428571,female
bettina,lissa,0.2,female
bettina,lisette,0.228571429,female
bettina,lisa,0.257142857,female
bettina,libby,0.285714286,female
bettina,elspeth,0.314285714,female
bettina,elizabeth,0.342857143,female
bettina,eliza,0.371428571,female
bettina,eliz,0.4,female
bettina,elize,0.428571429,female
bettina,elissa,0.457142857,female
bettina,elisha,0.485714286,female
bettina,elise,0.514285714,female
bettina,elisabetta,0.542857143,female
bettina,elisabeth,0.571428571,female
bettina,elisa,0.6,female
bettina,bettye,0.628571429,female
bettina,betty,0.657142857,female
bettina,lisbeth,0.685714286,female
bettina,bettie,0.714285714,female
bettina,lizzy,0.742857143,female
bettina,bette,0.771428571,female
bettina,bett,0.8,female
bettina,betsy,0.828571429,female
bettina,betsey,0.857142857,female
bettina,bet,0.885714286,female
bettina,bessy,0.914285714,female
bettina,bessie,0.942857143,female
bettina,bess,0.971428571,female
bettina,babette,1,female
betty,lyssa,0.028571429,female
betty,lizzie,0.057142857,female
betty,lizbeth,0.085714286,female
betty,lizabeth,0.114285714,female
betty,liza,0.142857143,female
betty,liz,0.171428571,female
betty,lissa,0.2,female
betty,lisette,0.228571429,female
betty,lisa,0.257142857,female
betty,libby,0.285714286,female
betty,elspeth,0.314285714,female
betty,elizabeth,0.342857143,female
betty,eliza,0.371428571,female
betty,eliz,0.4,female
betty,elize,0.428571429,female
betty,elissa,0.457142857,female
betty,elisha,0.485714286,female
betty,elise,0.514285714,female
betty,elisabetta,0.542857143,female
betty,elisabeth,0.571428571,female
betty,elisa,0.6,female
betty,bettye,0.628571429,female
betty,lisbeth,0.657142857,female
betty,bettina,0.685714286,female
betty,bettie,0.714285714,female
betty,lizzy,0.742857143,female
betty,bette,0.771428571,female
betty,bett,0.8,female
betty,betsy,0.828571429,female
betty,betsey,0.857142857,female
betty,bet,0.885714286,female
betty,bessy,0.914285714,female
betty,bessie,0.942857143,female
betty,bess,0.971428571,female
betty,babette,1,female
bettye,lyssa,0.028571429,female
bettye,lizzie,0.057142857,female
bettye,lizbeth,0.085714286,female
bettye,lizabeth,0.114285714,female
bettye,liza,0.142857143,female
bettye,liz,0.171428571,female
bettye,lissa,0.2,female
bettye,lisette,0.228571429,female
bettye,lisa,0.257142857,female
bettye,libby,0.285714286,female
bettye,elspeth,0.314285714,female
bettye,elizabeth,0.342857143,female
bettye,eliza,0.371428571,female
bettye,eliz,0.4,female
bettye,elize,0.428571429,female
bettye,elissa,0.457142857,female
bettye,elisha,0.485714286,female
bettye,elise,0.514285714,female
bettye,elisabetta,0.542857143,female
bettye,elisabeth,0.571428571,female
bettye,elisa,0.6,female
bettye,betty,0.628571429,female
bettye,lisbeth,0.657142857,female
bettye,bettina,0.685714286,female
bettye,bettie,0.714285714,female
bettye,lizzy,0.742857143,female
bettye,bette,0.771428571,female
bettye,bett,0.8,female
bettye,betsy,0.828571429,female
bettye,betsey,0.857142857,female
bettye,bet,0.885714286,female
bettye,bessy,0.914285714,female
bettye,bessie,0.942857143,female
bettye,bess,0.971428571,female
bettye,babette,1,female
bev,beverly,1,female
beverly,bev,1,female
biance,vianca,1,female
biddy,bridget,1,female
birgit,brigitte,0.333333333,female
birgit,brigitta,0.666666667,female
birgit,birgitte,1,female
birgitte,brigitte,0.333333333,female
birgitte,brigitta,0.666666667,female
birgitte,birgit,1,female
bobbie,roberta,1,female
bonita,bonnie,1,female
bonnie,bonita,1,female
breana,bree,0.5,female
breana,breeanne,1,female
bree,breana,0.5,female
bree,breeanne,1,female
breeanne,bree,0.5,female
breeanne,breana,1,female
breony,briony,1,female
bridget,biddy,1,female
brigitta,brigitte,0.333333333,female
brigitta,birgitte,0.666666667,female
brigitta,birgit,1,female
brigitte,brigitta,0.333333333,female
brigitte,birgitte,0.666666667,female
brigitte,birgit,1,female
briony,breony,1,female
bronvyn,bronwyn,1,female
bronwyn,bronvyn,1,female
caitlin,kitty,0.04,female
caitlin,kit,0.08,female
caitlin,kay,0.12,female
caitlin,katy,0.16,female
caitlin,katrina,0.2,female
caitlin,kathy,0.24,female
caitlin,kathryn,0.28,female
caitlin,kathlyn,0.32,female
caitlin,kathleen,0.36,female
caitlin,katherine,0.4,female
caitlin,katharine,0.44,female
caitlin,kath,0.48,female
caitlin,katie,0.52,female
caitlin,katelin,0.56,female
caitlin,kate,0.6,female
caitlin,catriona,0.64,female
caitlin,cathy,0.68,female
caitlin,kaye,0.72,female
caitlin,cathline,0.76,female
caitlin,cathie,0.8,female
caitlin,catherine,0.84,female
caitlin,cath,0.88,female
caitlin,athrine,0.92,female
caitlin,caitlyn,0.96,female
caitlin,caterina,1,female
caitlyn,kitty,0.04,female
caitlyn,kit,0.08,female
caitlyn,kay,0.12,female
caitlyn,katy,0.16,female
caitlyn,katrina,0.2,female
caitlyn,kathy,0.24,female
caitlyn,kathryn,0.28,female
caitlyn,kathlyn,0.32,female
caitlyn,kathleen,0.36,female
caitlyn,katherine,0.4,female
caitlyn,katharine,0.44,female
caitlyn,kath,0.48,female
caitlyn,katie,0.52,female
caitlyn,katelin,0.56,female
caitlyn,kate,0.6,female
caitlyn,catriona,0.64,female
caitlyn,cathy,0.68,female
caitlyn,kaye,0.72,female
caitlyn,cathline,0.76,female
caitlyn,cathie,0.8,female
caitlyn,catherine,0.84,female
caitlyn,cath,0.88,female
caitlyn,athrine,0.92,female
caitlyn,caitlin,0.96,female
caitlyn,caterina,1,female
callie,colleen,1,female
cambell,campbell,1,female
cami,camille,0.5,female
cami,camilla,1,female
camilla,camille,0.5,female
camilla,cami,1,female
camille,camilla,0.5,female
camille,cami,1,female
campbell,cambell,1,female
cara,karen,0.2,female
cara,kara,0.4,female
cara,carina,0.6,female
cara,karin,0.8,female
cara,karina,1,female
carel,carolina,0.111111111,female
carel,karol,0.222222222,female
carel,caryl,0.333333333,female
carel,carrie,0.444444444,female
carel,carolyn,0.555555556,female
carel,carollyn,0.666666667,female
carel,caroline,0.777777778,female
carel,carole,0.888888889,female
carel,carol,1,female
carina,karen,0.2,female
carina,kara,0.4,female
carina,karin,0.6,female
carina,karina,0.8,female
carina,cara,1,female
carissa,karissa,1,female
carla,carly,1,female
carlotta,lottie,0.5,female
carlotta,charlotte,1,female
carly,carla,1,female
carmel,carmela,1,female
carmela,carmel,1,female
carmen,karmen,1,female
carol,carolina,0.111111111,female
carol,karol,0.222222222,female
carol,caryl,0.333333333,female
carol,carrie,0.444444444,female
carol,carolyn,0.555555556,female
carol,carollyn,0.666666667,female
carol,caroline,0.777777778,female
carol,carole,0.888888889,female
carol,carel,1,female
carole,carolina,0.111111111,female
carole,karol,0.222222222,female
carole,caryl,0.333333333,female
carole,carrie,0.444444444,female
carole,carolyn,0.555555556,female
carole,carollyn,0.666666667,female
carole,caroline,0.777777778,female
carole,carol,0.888888889,female
carole,carel,1,female
carolina,karol,0.111111111,female
carolina,caryl,0.222222222,female
carolina,carrie,0.333333333,female
carolina,carolyn,0.444444444,female
carolina,carollyn,0.555555556,female
carolina,caroline,0.666666667,female
carolina,carole,0.777777778,female
carolina,carol,0.888888889,female
carolina,carel,1,female
caroline,carolina,0.111111111,female
caroline,karol,0.222222222,female
caroline,caryl,0.333333333,female
caroline,carrie,0.444444444,female
caroline,carolyn,0.555555556,female
caroline,carollyn,0.666666667,female
caroline,carole,0.777777778,female
caroline,carol,0.888888889,female
caroline,carel,1,female
carollyn,carolina,0.111111111,female
carollyn,karol,0.222222222,female
carollyn,caryl,0.333333333,female
carollyn,carrie,0.444444444,female
carollyn,carolyn,0.555555556,female
carollyn,caroline,0.666666667,female
carollyn,carole,0.777777778,female
carollyn,carol,0.888888889,female
carollyn,carel,1,female
carolyn,carolina,0.111111111,female
carolyn,karol,0.222222222,female
carolyn,caryl,0.333333333,female
carolyn,carrie,0.444444444,female
carolyn,carollyn,0.555555556,female
carolyn,caroline,0.666666667,female
carolyn,carole,0.777777778,female
carolyn,carol,0.888888889,female
carolyn,carel,1,female
carrie,carolina,0.111111111,female
carrie,karol,0.222222222,female
carrie,caryl,0.333333333,female
carrie,carolyn,0.444444444,female
carrie,carollyn,0.555555556,female
carrie,caroline,0.666666667,female
carrie,carole,0.777777778,female
carrie,carol,0.888888889,female
carrie,carel,1,female
caryl,carolina,0.111111111,female
caryl,karol,0.222222222,female
caryl,carrie,0.333333333,female
caryl,carolyn,0.444444444,female
caryl,carollyn,0.555555556,female
caryl,caroline,0.666666667,female
caryl,carole,0.777777778,female
caryl,carol,0.888888889,female
caryl,carel,1,female
casey,kaysey,1,female
cassandra,cassie,1,female
cassie,cassandra,1,female
caterina,kitty,0.04,female
caterina,kit,0.08,female
caterina,kay,0.12,female
caterina,katy,0.16,female
caterina,katrina,0.2,female
caterina,kathy,0.24,female
caterina,kathryn,0.28,female
caterina,kathlyn,0.32,female
caterina,kathleen,0.36,female
caterina,katherine,0.4,female
caterina,katharine,0.44,female
caterina,kath,0.48,female
caterina,katie,0.52,female
caterina,katelin,0.56,female
caterina,kate,0.6,female
caterina,catriona,0.64,female
caterina,cathy,0.68,female
caterina,kaye,0.72,female
caterina,cathline,0.76,female
caterina,cathie,0.8,female
caterina,catherine,0.84,female
caterina,cath,0.88,female
caterina,athrine,0.92,female
caterina,caitlin,0.96,female
caterina,caitlyn,1,female
cath,kitty,0.04,female
cath,kit,0.08,female
cath,kay,0.12,female
cath,katy,0.16,female
cath,katrina,0.2,female
cath,kathy,0.24,female
cath,kathryn,0.28,female
cath,kathlyn,0.32,female
cath,kathleen,0.36,female
cath,katherine,0.4,female
cath,katharine,0.44,female
cath,kath,0.48,female
cath,katie,0.52,female
cath,katelin,0.56,female
cath,kate,0.6,female
cath,catriona,0.64,female
cath,cathy,0.68,female
cath,kaye,0.72,female
cath,cathline,0.76,female
cath,cathie,0.8,female
cath,catherine,0.84,female
cath,athrine,0.88,female
cath,caitlin,0.92,female
cath,caitlyn,0.96,female
cath,caterina,1,female
catherine,kitty,0.04,female
catherine,kit,0.08,female
catherine,kay,0.12,female
catherine,katy,0.16,female
catherine,katrina,0.2,female
catherine,kathy,0.24,female
catherine,kathryn,0.28,female
catherine,kathlyn,0.32,female
catherine,kathleen,0.36,female
catherine,katherine,0.4,female
catherine,katharine,0.44,female
catherine,kath,0.48,female
catherine,katie,0.52,female
catherine,katelin,0.56,female
catherine,kate,0.6,female
catherine,catriona,0.64,female
catherine,cathy,0.68,female
catherine,kaye,0.72,female
catherine,cathline,0.76,female
catherine,cathie,0.8,female
catherine,cath,0.84,female
catherine,athrine,0.88,female
catherine,caitlin,0.92,female
catherine,caitlyn,0.96,female
catherine,caterina,1,female
cathie,kitty,0.04,female
cathie,kit,0.08,female
cathie,kay,0.12,female
cathie,katy,0.16,female
cathie,katrina,0.2,female
cathie,kathy,0.24,female
cathie,kathryn,0.28,female
cathie,kathlyn,0.32,female
cathie,kathleen,0.36,female
cathie,katherine,0.4,female
cathie,katharine,0.44,female
cathie,kath,0.48,female
cathie,katie,0.52,female
cathie,katelin,0.56,female
cathie,kate,0.6,female
cathie,catriona,0.64,female
cathie,cathy,0.68,female
cathie,kaye,0.72,female
cathie,cathline,0.76,female
cathie,catherine,0.8,female
cathie,cath,0.84,female
cathie,athrine,0.88,female
cathie,caitlin,0.92,female
cathie,caitlyn,0.96,female
cathie,caterina,1,female
cathline,kitty,0.04,female
cathline,kit,0.08,female
cathline,kay,0.12,female
cathline,katy,0.16,female
cathline,katrina,0.2,female
cathline,kathy,0.24,female
cathline,kathryn,0.28,female
cathline,kathlyn,0.32,female
cathline,kathleen,0.36,female
cathline,katherine,0.4,female
cathline,katharine,0.44,female
cathline,kath,0.48,female
cathline,katie,0.52,female
cathline,katelin,0.56,female
cathline,kate,0.6,female
cathline,catriona,0.64,female
cathline,cathy,0.68,female
cathline,kaye,0.72,female
cathline,cathie,0.76,female
cathline,catherine,0.8,female
cathline,cath,0.84,female
cathline,athrine,0.88,female
cathline,caitlin,0.92,female
cathline,caitlyn,0.96,female
cathline,caterina,1,female
cathy,kitty,0.04,female
cathy,kit,0.08,female
cathy,kay,0.12,female
cathy,katy,0.16,female
cathy,katrina,0.2,female
cathy,kathy,0.24,female
cathy,kathryn,0.28,female
cathy,kathlyn,0.32,female
cathy,kathleen,0.36,female
cathy,katherine,0.4,female
cathy,katharine,0.44,female
cathy,kath,0.48,female
cathy,katie,0.52,female
cathy,katelin,0.56,female
cathy,kate,0.6,female
cathy,catriona,0.64,female
cathy,kaye,0.68,female
cathy,cathline,0.72,female
cathy,cathie,0.76,female
cathy,catherine,0.8,female
cathy,cath,0.84,female
cathy,athrine,0.88,female
cathy,caitlin,0.92,female
cathy,caitlyn,0.96,female
cathy,caterina,1,female
catriona,kitty,0.04,female
catriona,kit,0.08,female
catriona,kay,0.12,female
catriona,katy,0.16,female
catriona,katrina,0.2,female
catriona,kathy,0.24,female
catriona,kathryn,0.28,female
catriona,kathlyn,0.32,female
catriona,kathleen,0.36,female
catriona,katherine,0.4,female
catriona,katharine,0.44,female
catriona,kath,0.48,female
catriona,katie,0.52,female
catriona,katelin,0.56,female
catriona,kate,0.6,female
catriona,cathy,0.64,female
catriona,kaye,0.68,female
catriona,cathline,0.72,female
catriona,cathie,0.76,female
catriona,catherine,0.8,female
catriona,cath,0.84,female
catriona,athrine,0.88,female
catriona,caitlin,0.92,female
catriona,caitlyn,0.96,female
catriona,caterina,1,female
cecelia,cissie,0.333333333,female
cecelia,celia,0.666666667,female
cecelia,cecilia,1,female
cecilia,cissie,0.333333333,female
cecilia,celia,0.666666667,female
cecilia,cecelia,1,female
celia,cissie,0.333333333,female
celia,cecilia,0.666666667,female
celia,cecelia,1,female
chantel,chantelle,1,female
chantelle,chantel,1,female
charlee,charlie,0.5,female
charlee,charli,1,female
charlene,sharlene,1,female
charli,charlie,0.5,female
charli,charlee,1,female
charlie,charli,0.5,female
charlie,charlee,1,female
charlise,charlize,1,female
charlize,charlise,1,female
charlotte,lottie,0.5,female
charlotte,carlotta,1,female
chelsea,chelsie,1,female
chelsie,chelsea,1,female
cheryl,sheryl,1,female
chevonne,cheyonne,1,female
cheyonne,chevonne,1,female
chiara,clare,0.25,female
chiara,clara,0.5,female
chiara,claire,0.75,female
chiara,clair,1,female
christina,tina,0.111111111,female
christina,krystin kri,0.222222222,female
christina,kristine,0.333333333,female
christina,kristin,0.444444444,female
christina,kristen,0.555555556,female
christina,kristeen,0.666666667,female
christina,kirsten,0.777777778,female
christina,cristina,0.888888889,female
christina,christine,1,female
christine,tina,0.111111111,female
christine,krystin kri,0.222222222,female
christine,kristine,0.333333333,female
christine,kristin,0.444444444,female
christine,kristen,0.555555556,female
christine,kristeen,0.666666667,female
christine,kirsten,0.777777778,female
christine,cristina,0.888888889,female
christine,christina,1,female
cilla,priscilla,1,female
cindy,lucy,0.25,female
cindy,lucille,0.5,female
cindy,lucile,0.75,female
cindy,lucie,1,female
cissie,celia,0.333333333,female
cissie,cecilia,0.666666667,female
cissie,cecelia,1,female
clair,clare,0.25,female
clair,clara,0.5,female
clair,claire,0.75,female
clair,chiara,1,female
claire,clare,0.25,female
claire,clara,0.5,female
claire,clair,0.75,female
claire,chiara,1,female
clara,clare,0.25,female
clara,claire,0.5,female
clara,clair,0.75,female
clara,chiara,1,female
clare,clara,0.25,female
clare,claire,0.5,female
clare,clair,0.75,female
clare,chiara,1,female
claudia,claudine,1,female
claudine,claudia,1,female
colleen,callie,1,female
con,konstantine,0.25,female
con,konstantin,0.5,female
con,constantine,0.75,female
con,constantin,1,female
connie,constance,1,female
constance,connie,1,female
constantin,konstantine,0.25,female
constantin,konstantin,0.5,female
constantin,constantine,0.75,female
constantin,con,1,female
constantine,konstantine,0.25,female
constantine,konstantin,0.5,female
constantine,constantin,0.75,female
constantine,con,1,female
cora,corie,0.333333333,female
cora,coralie,0.666666667,female
cora,coral,1,female
coral,corie,0.333333333,female
coral,coralie,0.666666667,female
coral,cora,1,female
coralie,corie,0.333333333,female
coralie,coral,0.666666667,female
coralie,cora,1,female
corie,coralie,0.333333333,female
corie,coral,0.666666667,female
corie,cora,1,female
courtney,courtny,1,female
courtny,courtney,1,female
cristal,crystal,1,female
cristina,tina,0.111111111,female
cristina,krystin kri,0.222222222,female
cristina,kristine,0.333333333,female
cristina,kristin,0.444444444,female
cristina,kristen,0.555555556,female
cristina,kristeen,0.666666667,female
cristina,kirsten,0.777777778,female
cristina,christine,0.888888889,female
cristina,christina,1,female
crystal,cristal,1,female
daina,dayna,1,female
dani,danny,0.25,female
dani,danni,0.5,female
dani,danielle,0.75,female
dani,daniella,1,female
danica,danika,1,female
daniella,danny,0.25,female
daniella,danni,0.5,female
daniella,danielle,0.75,female
daniella,dani,1,female
danielle,danny,0.25,female
danielle,danni,0.5,female
danielle,daniella,0.75,female
danielle,dani,1,female
danika,danica,1,female
danni,danny,0.25,female
danni,danielle,0.5,female
danni,daniella,0.75,female
danni,dani,1,female
danny,danni,0.25,female
danny,danielle,0.5,female
danny,daniella,0.75,female
danny,dani,1,female
darcie,darcy,1,female
darcy,darcie,1,female
dayna,daina,1,female
deana,dianna,0.2,female
deana,diane,0.4,female
deana,diana,0.6,female
deana,dee,0.8,female
deana,deanna,1,female
deanna,dianna,0.2,female
deanna,diane,0.4,female
deanna,diana,0.6,female
deanna,dee,0.8,female
deanna,deana,1,female
deb,deborah,0.333333333,female
deb,debby,0.666666667,female
deb,debbie,1,female
debbie,deborah,0.333333333,female
debbie,debby,0.666666667,female
debbie,deb,1,female
debby,deborah,0.333333333,female
debby,debbie,0.666666667,female
debby,deb,1,female
debie,demie,1,female
deborah,debby,0.333333333,female
deborah,debbie,0.666666667,female
deborah,deb,1,female
dee,dianna,0.2,female
dee,diane,0.4,female
dee,diana,0.6,female
dee,deanna,0.8,female
dee,deana,1,female
dela,della,1,female
della,dela,1,female
delores,lola,0.5,female
delores,dolores,1,female
demie,debie,1,female
denice,denise,1,female
denise,denice,1,female
desi,desire,1,female
desire,desi,1,female
destiny,destynii,1,female
destynii,destiny,1,female
diana,dianna,0.2,female
diana,diane,0.4,female
diana,dee,0.6,female
diana,deanna,0.8,female
diana,deana,1,female
diane,dianna,0.2,female
diane,diana,0.4,female
diane,dee,0.6,female
diane,deanna,0.8,female
diane,deana,1,female
dianna,diane,0.2,female
dianna,diana,0.4,female
dianna,dee,0.6,female
dianna,deanna,0.8,female
dianna,deana,1,female
doll,dottie,0.083333333,female
doll,dot,0.166666667,female
doll,dorthie,0.25,female
doll,dorothy,0.333333333,female
doll,dorothea,0.416666667,female
doll,dorotea,0.5,female
doll,doris,0.583333333,female
doll,dorie,0.666666667,female
doll,doreen,0.75,female
doll,dora,0.833333333,female
doll,dolly,0.916666667,female
doll,dollie,1,female
dollie,dottie,0.083333333,female
dollie,dot,0.166666667,female
dollie,dorthie,0.25,female
dollie,dorothy,0.333333333,female
dollie,dorothea,0.416666667,female
dollie,dorotea,0.5,female
dollie,doris,0.583333333,female
dollie,dorie,0.666666667,female
dollie,doreen,0.75,female
dollie,dora,0.833333333,female
dollie,dolly,0.916666667,female
dollie,doll,1,female
dolly,dottie,0.083333333,female
dolly,dot,0.166666667,female
dolly,dorthie,0.25,female
dolly,dorothy,0.333333333,female
dolly,dorothea,0.416666667,female
dolly,dorotea,0.5,female
dolly,doris,0.583333333,female
dolly,dorie,0.666666667,female
dolly,doreen,0.75,female
dolly,dora,0.833333333,female
dolly,dollie,0.916666667,female
dolly,doll,1,female
dolores,lola,0.5,female
dolores,delores,1,female
domenique,dominic,1,female
dominic,domenique,1,female
dora,dottie,0.083333333,female
dora,dot,0.166666667,female
dora,dorthie,0.25,female
dora,dorothy,0.333333333,female
dora,dorothea,0.416666667,female
dora,dorotea,0.5,female
dora,doris,0.583333333,female
dora,dorie,0.666666667,female
dora,doreen,0.75,female
dora,dolly,0.833333333,female
dora,dollie,0.916666667,female
dora,doll,1,female
doreen,dottie,0.083333333,female
doreen,dot,0.166666667,female
doreen,dorthie,0.25,female
doreen,dorothy,0.333333333,female
doreen,dorothea,0.416666667,female
doreen,dorotea,0.5,female
doreen,doris,0.583333333,female
doreen,dorie,0.666666667,female
doreen,dora,0.75,female
doreen,dolly,0.833333333,female
doreen,dollie,0.916666667,female
doreen,doll,1,female
dorie,dottie,0.083333333,female
dorie,dot,0.166666667,female
dorie,dorthie,0.25,female
dorie,dorothy,0.333333333,female
dorie,dorothea,0.416666667,female
dorie,dorotea,0.5,female
dorie,doris,0.583333333,female
dorie,doreen,0.666666667,female
dorie,dora,0.75,female
dorie,dolly,0.833333333,female
dorie,dollie,0.916666667,female
dorie,doll,1,female
doris,dottie,0.083333333,female
doris,dot,0.166666667,female
doris,dorthie,0.25,female
doris,dorothy,0.333333333,female
doris,dorothea,0.416666667,female
doris,dorotea,0.5,female
doris,dorie,0.583333333,female
doris,doreen,0.666666667,female
doris,dora,0.75,female
doris,dolly,0.833333333,female
doris,dollie,0.916666667,female
doris,doll,1,female
dorotea,dottie,0.083333333,female
dorotea,dot,0.166666667,female
dorotea,dorthie,0.25,female
dorotea,dorothy,0.333333333,female
dorotea,dorothea,0.416666667,female
dorotea,doris,0.5,female
dorotea,dorie,0.583333333,female
dorotea,doreen,0.666666667,female
dorotea,dora,0.75,female
dorotea,dolly,0.833333333,female
dorotea,dollie,0.916666667,female
dorotea,doll,1,female
dorothea,dottie,0.083333333,female
dorothea,dot,0.166666667,female
dorothea,dorthie,0.25,female
dorothea,dorothy,0.333333333,female
dorothea,dorotea,0.416666667,female
dorothea,doris,0.5,female
dorothea,dorie,0.583333333,female
dorothea,doreen,0.666666667,female
dorothea,dora,0.75,female
dorothea,dolly,0.833333333,female
dorothea,dollie,0.916666667,female
dorothea,doll,1,female
dorothy,dottie,0.083333333,female
dorothy,dot,0.166666667,female
dorothy,dorthie,0.25,female
dorothy,dorothea,0.333333333,female
dorothy,dorotea,0.416666667,female
dorothy,doris,0.5,female
dorothy,dorie,0.583333333,female
dorothy,doreen,0.666666667,female
dorothy,dora,0.75,female
dorothy,dolly,0.833333333,female
dorothy,dollie,0.916666667,female
dorothy,doll,1,female
dorthie,dottie,0.083333333,female
dorthie,dot,0.166666667,female
dorthie,dorothy,0.25,female
dorthie,dorothea,0.333333333,female
dorthie,dorotea,0.416666667,female
dorthie,doris,0.5,female
dorthie,dorie,0.583333333,female
dorthie,doreen,0.666666667,female
dorthie,dora,0.75,female
dorthie,dolly,0.833333333,female
dorthie,dollie,0.916666667,female
dorthie,doll,1,female
dot,dottie,0.083333333,female
dot,dorthie,0.166666667,female
dot,dorothy,0.25,female
dot,dorothea,0.333333333,female
dot,dorotea,0.416666667,female
dot,doris,0.5,female
dot,dorie,0.583333333,female
dot,doreen,0.666666667,female
dot,dora,0.75,female
dot,dolly,0.833333333,female
dot,dollie,0.916666667,female
dot,doll,1,female
dottie,dot,0.083333333,female
dottie,dorthie,0.166666667,female
dottie,dorothy,0.25,female
dottie,dorothea,0.333333333,female
dottie,dorotea,0.416666667,female
dottie,doris,0.5,female
dottie,dorie,0.583333333,female
dottie,doreen,0.666666667,female
dottie,dora,0.75,female
dottie,dolly,0.833333333,female
dottie,dollie,0.916666667,female
dottie,doll,1,female
eartha,herta,1,female
eboni,ebonie,1,female
ebonie,eboni,1,female
effie,euphemia,0.5,female
effie,effy,1,female
effy,euphemia,0.5,female
effy,effie,1,female
eileen,aileen,1,female
elaine,norah,0.111111111,female
elaine,nora,0.222222222,female
elaine,leonora,0.333333333,female
elaine,lenore,0.444444444,female
elaine,leanora,0.555555556,female
elaine,eleanore,0.666666667,female
elaine,eleanora,0.777777778,female
elaine,eleanor,0.888888889,female
elaine,elana,1,female
elana,norah,0.111111111,female
elana,nora,0.222222222,female
elana,leonora,0.333333333,female
elana,lenore,0.444444444,female
elana,leanora,0.555555556,female
elana,eleanore,0.666666667,female
elana,eleanora,0.777777778,female
elana,eleanor,0.888888889,female
elana,elaine,1,female
eleanor,norah,0.111111111,female
eleanor,nora,0.222222222,female
eleanor,leonora,0.333333333,female
eleanor,lenore,0.444444444,female
eleanor,leanora,0.555555556,female
eleanor,eleanore,0.666666667,female
eleanor,eleanora,0.777777778,female
eleanor,elana,0.888888889,female
eleanor,elaine,1,female
eleanora,norah,0.111111111,female
eleanora,nora,0.222222222,female
eleanora,leonora,0.333333333,female
eleanora,lenore,0.444444444,female
eleanora,leanora,0.555555556,female
eleanora,eleanore,0.666666667,female
eleanora,eleanor,0.777777778,female
eleanora,elana,0.888888889,female
eleanora,elaine,1,female
eleanore,norah,0.111111111,female
eleanore,nora,0.222222222,female
eleanore,leonora,0.333333333,female
eleanore,lenore,0.444444444,female
eleanore,leanora,0.555555556,female
eleanore,eleanora,0.666666667,female
eleanore,eleanor,0.777777778,female
eleanore,elana,0.888888889,female
eleanore,elaine,1,female
elena,helene,0.333333333,female
elena,helena,0.666666667,female
elena,helen,1,female
elisa,lyssa,0.028571429,female
elisa,lizzie,0.057142857,female
elisa,lizbeth,0.085714286,female
elisa,lizabeth,0.114285714,female
elisa,liza,0.142857143,female
elisa,liz,0.171428571,female
elisa,lissa,0.2,female
elisa,lisette,0.228571429,female
elisa,lisa,0.257142857,female
elisa,libby,0.285714286,female
elisa,elspeth,0.314285714,female
elisa,elizabeth,0.342857143,female
elisa,eliza,0.371428571,female
elisa,eliz,0.4,female
elisa,elize,0.428571429,female
elisa,elissa,0.457142857,female
elisa,elisha,0.485714286,female
elisa,elise,0.514285714,female
elisa,elisabetta,0.542857143,female
elisa,elisabeth,0.571428571,female
elisa,bettye,0.6,female
elisa,betty,0.628571429,female
elisa,lisbeth,0.657142857,female
elisa,bettina,0.685714286,female
elisa,bettie,0.714285714,female
elisa,lizzy,0.742857143,female
elisa,bette,0.771428571,female
elisa,bett,0.8,female
elisa,betsy,0.828571429,female
elisa,betsey,0.857142857,female
elisa,bet,0.885714286,female
elisa,bessy,0.914285714,female
elisa,bessie,0.942857143,female
elisa,bess,0.971428571,female
elisa,babette,1,female
elisabeth,lyssa,0.028571429,female
elisabeth,lizzie,0.057142857,female
elisabeth,lizbeth,0.085714286,female
elisabeth,lizabeth,0.114285714,female
elisabeth,liza,0.142857143,female
elisabeth,liz,0.171428571,female
elisabeth,lissa,0.2,female
elisabeth,lisette,0.228571429,female
elisabeth,lisa,0.257142857,female
elisabeth,libby,0.285714286,female
elisabeth,elspeth,0.314285714,female
