lastname,freq,race
reava,6.37E-06,White (not Hispanic)
reazin,6.37E-06,White (not Hispanic)
reba,6.37E-06,White (not Hispanic)
rebarchik,6.37E-06,White (not Hispanic)
rebchook,6.37E-06,White (not Hispanic)
rebel,6.37E-06,White (not Hispanic)
rebello,6.37E-06,White (not Hispanic)
rebenne,6.37E-06,White (not Hispanic)
reber,6.37E-06,White (not Hispanic)
rebers,6.37E-06,White (not Hispanic)
rebholz,6.37E-06,White (not Hispanic)
rebhun,6.37E-06,White (not Hispanic)
rebik,6.37E-06,White (not Hispanic)
recht,6.37E-06,White (not Hispanic)
recker,6.37E-06,White (not Hispanic)
recla,6.37E-06,White (not Hispanic)
recob,6.37E-06,White (not Hispanic)
recor,6.37E-06,White (not Hispanic)
record,6.37E-06,White (not Hispanic)
redabaugh,6.37E-06,White (not Hispanic)
redal,6.37E-06,White (not Hispanic)
reddell,6.37E-06,White (not Hispanic)
redden-king,6.37E-06,White (not Hispanic)
redder,6.37E-06,White (not Hispanic)
reddinger,6.37E-06,White (not Hispanic)
reddington,6.37E-06,White (not Hispanic)
redeker,6.37E-06,White (not Hispanic)
redell,6.37E-06,White (not Hispanic)
reder,6.37E-06,White (not Hispanic)
rederth,6.37E-06,White (not Hispanic)
redger,6.37E-06,White (not Hispanic)
rediger,6.37E-06,White (not Hispanic)
reding,6.37E-06,White (not Hispanic)
redler,6.37E-06,White (not Hispanic)
redler-bernhardt,6.37E-06,White (not Hispanic)
redling,6.37E-06,White (not Hispanic)
redner,6.37E-06,White (not Hispanic)
redosh,6.37E-06,White (not Hispanic)
redovian,6.37E-06,White (not Hispanic)
reecer,6.37E-06,White (not Hispanic)
reed-chase,6.37E-06,White (not Hispanic)
reed-timko,6.37E-06,White (not Hispanic)
reed wallace,6.37E-06,White (not Hispanic)
reeds,6.37E-06,White (not Hispanic)
reega,6.37E-06,White (not Hispanic)
reehoorn,6.37E-06,White (not Hispanic)
reekers,6.37E-06,White (not Hispanic)
reekie,6.37E-06,White (not Hispanic)
reel,6.37E-06,White (not Hispanic)
reely,6.37E-06,White (not Hispanic)
reents,6.37E-06,White (not Hispanic)
reeter,6.37E-06,White (not Hispanic)
reff,6.37E-06,White (not Hispanic)
reffett,6.37E-06,White (not Hispanic)
reffner,6.37E-06,White (not Hispanic)
refka,6.37E-06,White (not Hispanic)
refka-busse,6.37E-06,White (not Hispanic)
regalado,6.37E-06,White (not Hispanic)
regelin,6.37E-06,White (not Hispanic)
regennitter,6.37E-06,White (not Hispanic)
regensburger,6.37E-06,White (not Hispanic)
regier,6.37E-06,White (not Hispanic)
reginek,6.37E-06,White (not Hispanic)
rego,6.37E-06,White (not Hispanic)
reguera,6.37E-06,White (not Hispanic)
rehage,6.37E-06,White (not Hispanic)
rehbein,6.37E-06,White (not Hispanic)
rehberg,6.37E-06,White (not Hispanic)
reher,6.37E-06,White (not Hispanic)
rehfeldt,6.37E-06,White (not Hispanic)
rehg,6.37E-06,White (not Hispanic)
rehm,6.37E-06,White (not Hispanic)
rehman,6.37E-06,White (not Hispanic)
rehmann,6.37E-06,White (not Hispanic)
rehn,6.37E-06,White (not Hispanic)
rehnborg,6.37E-06,White (not Hispanic)
rehner,6.37E-06,White (not Hispanic)
rehor,6.37E-06,White (not Hispanic)
reiber,6.37E-06,White (not Hispanic)
reibold,6.37E-06,White (not Hispanic)
reichel-hodges,6.37E-06,White (not Hispanic)
reichelt,6.37E-06,White (not Hispanic)
reicher,6.37E-06,White (not Hispanic)
reichmuth,6.37E-06,White (not Hispanic)
reichow,6.37E-06,White (not Hispanic)
reida,6.37E-06,White (not Hispanic)
reidel,6.37E-06,White (not Hispanic)
reidenbaugh,6.37E-06,White (not Hispanic)
reidl,6.37E-06,White (not Hispanic)
reif,6.37E-06,White (not Hispanic)
reifsteck,6.37E-06,White (not Hispanic)
reigard,6.37E-06,White (not Hispanic)
reihl,6.37E-06,White (not Hispanic)
reilley,6.37E-06,White (not Hispanic)
reily,6.37E-06,White (not Hispanic)
reimondo,6.37E-06,White (not Hispanic)
reina,6.37E-06,White (not Hispanic)
reinbold,6.37E-06,White (not Hispanic)
reinders,6.37E-06,White (not Hispanic)
reingardt,6.37E-06,White (not Hispanic)
reinholtz scott,6.37E-06,White (not Hispanic)
reining,6.37E-06,White (not Hispanic)
reininger,6.37E-06,White (not Hispanic)
reins,6.37E-06,White (not Hispanic)
reinsch,6.37E-06,White (not Hispanic)
reinschmidt,6.37E-06,White (not Hispanic)
reinsmith,6.37E-06,White (not Hispanic)
reints,6.37E-06,White (not Hispanic)
reiplinger,6.37E-06,White (not Hispanic)
reisacher,6.37E-06,White (not Hispanic)
reisbeck,6.37E-06,White (not Hispanic)
reisbick,6.37E-06,White (not Hispanic)
reisdorff,6.37E-06,White (not Hispanic)
reisenburg,6.37E-06,White (not Hispanic)
reising,6.37E-06,White (not Hispanic)
reisinger,6.37E-06,White (not Hispanic)
reisler,6.37E-06,White (not Hispanic)
reiss hodges,6.37E-06,White (not Hispanic)
reist,6.37E-06,White (not Hispanic)
reitinger,6.37E-06,White (not Hispanic)
reitmair,6.37E-06,White (not Hispanic)
reitman,6.37E-06,White (not Hispanic)
reitwiesner,6.37E-06,White (not Hispanic)
reitzenstein,6.37E-06,White (not Hispanic)
reizer,6.37E-06,White (not Hispanic)
rejai,6.37E-06,White (not Hispanic)
rekemeyer,6.37E-06,White (not Hispanic)
rel,6.37E-06,White (not Hispanic)
relaford,6.37E-06,White (not Hispanic)
relph,6.37E-06,White (not Hispanic)
remiasz,6.37E-06,White (not Hispanic)
remillard,6.37E-06,White (not Hispanic)
remley,6.37E-06,White (not Hispanic)
remmele,6.37E-06,White (not Hispanic)
remmerde,6.37E-06,White (not Hispanic)
remmert,6.37E-06,White (not Hispanic)
remnant,6.37E-06,White (not Hispanic)
rempala,6.37E-06,White (not Hispanic)
rempelos,6.37E-06,White (not Hispanic)
remple,6.37E-06,White (not Hispanic)
remy,6.37E-06,White (not Hispanic)
renander,6.37E-06,White (not Hispanic)
renbarger,6.37E-06,White (not Hispanic)
renberg,6.37E-06,White (not Hispanic)
rench,6.37E-06,White (not Hispanic)
rendall,6.37E-06,White (not Hispanic)
renden,6.37E-06,White (not Hispanic)
render,6.37E-06,White (not Hispanic)
rendler,6.37E-06,White (not Hispanic)
renes,6.37E-06,White (not Hispanic)
renes jr,6.37E-06,White (not Hispanic)
renfrew,6.37E-06,White (not Hispanic)
reniker,6.37E-06,White (not Hispanic)
renjard,6.37E-06,White (not Hispanic)
renk,6.37E-06,White (not Hispanic)
renna,6.37E-06,White (not Hispanic)
rennat,6.37E-06,White (not Hispanic)
rennert,6.37E-06,White (not Hispanic)
renninger,6.37E-06,White (not Hispanic)
renninson,6.37E-06,White (not Hispanic)
rennix,6.37E-06,White (not Hispanic)
rennke,6.37E-06,White (not Hispanic)
rennolet,6.37E-06,White (not Hispanic)
renova,6.37E-06,White (not Hispanic)
rens,6.37E-06,White (not Hispanic)
rensch,6.37E-06,White (not Hispanic)
renshaw,6.37E-06,White (not Hispanic)
rensink,6.37E-06,White (not Hispanic)
rentie,6.37E-06,White (not Hispanic)
renton,6.37E-06,White (not Hispanic)
rentos,6.37E-06,White (not Hispanic)
renyer,6.37E-06,White (not Hispanic)
repass,6.37E-06,White (not Hispanic)
repetti,6.37E-06,White (not Hispanic)
repnitskaya,6.37E-06,White (not Hispanic)
repola,6.37E-06,White (not Hispanic)
repplinger,6.37E-06,White (not Hispanic)
reppy,6.37E-06,White (not Hispanic)
repucci,6.37E-06,White (not Hispanic)
res,6.37E-06,White (not Hispanic)
reschechtko,6.37E-06,White (not Hispanic)
reser,6.37E-06,White (not Hispanic)
resignolo,6.37E-06,White (not Hispanic)
reska,6.37E-06,White (not Hispanic)
resler,6.37E-06,White (not Hispanic)
resnick,6.37E-06,White (not Hispanic)
ress,6.37E-06,White (not Hispanic)
ressler,6.37E-06,White (not Hispanic)
restad,6.37E-06,White (not Hispanic)
restivo,6.37E-06,White (not Hispanic)
retallick,6.37E-06,White (not Hispanic)
retchless,6.37E-06,White (not Hispanic)
retherford,6.37E-06,White (not Hispanic)
rethmann,6.37E-06,White (not Hispanic)
retke,6.37E-06,White (not Hispanic)
retterer,6.37E-06,White (not Hispanic)
rettig ii,6.37E-06,White (not Hispanic)
retzer,6.37E-06,White (not Hispanic)
retzik-stahr,6.37E-06,White (not Hispanic)
reu,6.37E-06,White (not Hispanic)
reubert,6.37E-06,White (not Hispanic)
reuer,6.37E-06,White (not Hispanic)
reumann,6.37E-06,White (not Hispanic)
reunitz,6.37E-06,White (not Hispanic)
reusink,6.37E-06,White (not Hispanic)
reuss,6.37E-06,White (not Hispanic)
reussow,6.37E-06,White (not Hispanic)
reust,6.37E-06,White (not Hispanic)
reuterskiold,6.37E-06,White (not Hispanic)
reutter,6.37E-06,White (not Hispanic)
reutzel,6.37E-06,White (not Hispanic)
reveille,6.37E-06,White (not Hispanic)
reveles,6.37E-06,White (not Hispanic)
revelle,6.37E-06,White (not Hispanic)
revels,6.37E-06,White (not Hispanic)
revenig,6.37E-06,White (not Hispanic)
reventaite,6.37E-06,White (not Hispanic)
revette,6.37E-06,White (not Hispanic)
revis,6.37E-06,White (not Hispanic)
revitte,6.37E-06,White (not Hispanic)
revoir,6.37E-06,White (not Hispanic)
revzin,6.37E-06,White (not Hispanic)
rewerts,6.37E-06,White (not Hispanic)
rexford,6.37E-06,White (not Hispanic)
rexin,6.37E-06,White (not Hispanic)
rexius,6.37E-06,White (not Hispanic)
rexroad ii,6.37E-06,White (not Hispanic)
rexwinkle,6.37E-06,White (not Hispanic)
reyna,6.37E-06,White (not Hispanic)
reynolds-graham,6.37E-06,White (not Hispanic)
reynolds jr,6.37E-06,White (not Hispanic)
reysen,6.37E-06,White (not Hispanic)
rezai,6.37E-06,White (not Hispanic)
rezaie-khodabandelou,6.37E-06,White (not Hispanic)
rhamy,6.37E-06,White (not Hispanic)
rheingans,6.37E-06,White (not Hispanic)
rheuff,6.37E-06,White (not Hispanic)
rhimi,6.37E-06,White (not Hispanic)
rhinesmith,6.37E-06,White (not Hispanic)
rhoades-barnes,6.37E-06,White (not Hispanic)
rhoades iv,6.37E-06,White (not Hispanic)
rhoda,6.37E-06,White (not Hispanic)
rhode,6.37E-06,White (not Hispanic)
rhodine,6.37E-06,White (not Hispanic)
rhodus,6.37E-06,White (not Hispanic)
rhodvin,6.37E-06,White (not Hispanic)
rholl,6.37E-06,White (not Hispanic)
rhone,6.37E-06,White (not Hispanic)
rhuby,6.37E-06,White (not Hispanic)
rhudy,6.37E-06,White (not Hispanic)
rhule,6.37E-06,White (not Hispanic)
rhulen,6.37E-06,White (not Hispanic)
rial,6.37E-06,White (not Hispanic)
rians,6.37E-06,White (not Hispanic)
riasati,6.37E-06,White (not Hispanic)
riba,6.37E-06,White (not Hispanic)
ribordy,6.37E-06,White (not Hispanic)
ribovich,6.37E-06,White (not Hispanic)
ricca,6.37E-06,White (not Hispanic)
riccatone,6.37E-06,White (not Hispanic)
ricciardi,6.37E-06,White (not Hispanic)
riccio,6.37E-06,White (not Hispanic)
rice-ocana,6.37E-06,White (not Hispanic)
rice jr,6.37E-06,White (not Hispanic)
rich-mooney,6.37E-06,White (not Hispanic)
richards-drew,6.37E-06,White (not Hispanic)
richardsen maesta,6.37E-06,White (not Hispanic)
richardson-bouchagour,6.37E-06,White (not Hispanic)
richardson-pacheco,6.37E-06,White (not Hispanic)
richardson field,6.37E-06,White (not Hispanic)
richardson iv,6.37E-06,White (not Hispanic)
richardville,6.37E-06,White (not Hispanic)
richberger,6.37E-06,White (not Hispanic)
richcreek,6.37E-06,White (not Hispanic)
richendifer,6.37E-06,White (not Hispanic)
richens,6.37E-06,White (not Hispanic)
richer-lewis,6.37E-06,White (not Hispanic)
richert,6.37E-06,White (not Hispanic)
riches,6.37E-06,White (not Hispanic)
richeson,6.37E-06,White (not Hispanic)
richins,6.37E-06,White (not Hispanic)
richison,6.37E-06,White (not Hispanic)
richker,6.37E-06,White (not Hispanic)
richtsmeier,6.37E-06,White (not Hispanic)
richutti,6.37E-06,White (not Hispanic)
ricigliano,6.37E-06,White (not Hispanic)
rick-perry,6.37E-06,White (not Hispanic)
rickabaugh,6.37E-06,White (not Hispanic)
rickelman,6.37E-06,White (not Hispanic)
rickenbacker,6.37E-06,White (not Hispanic)
ricket,6.37E-06,White (not Hispanic)
rickford,6.37E-06,White (not Hispanic)
ricklefs,6.37E-06,White (not Hispanic)
rictor,6.37E-06,White (not Hispanic)
riddell-harding,6.37E-06,White (not Hispanic)
riddlebaugh,6.37E-06,White (not Hispanic)
riddles,6.37E-06,White (not Hispanic)
riddo,6.37E-06,White (not Hispanic)
ridgel,6.37E-06,White (not Hispanic)
ridgeley,6.37E-06,White (not Hispanic)
ridl,6.37E-06,White (not Hispanic)
ridlen,6.37E-06,White (not Hispanic)
ridler,6.37E-06,White (not Hispanic)
riebe,6.37E-06,White (not Hispanic)
riebschlager,6.37E-06,White (not Hispanic)
riecks,6.37E-06,White (not Hispanic)
riedesel,6.37E-06,White (not Hispanic)
riedman,6.37E-06,White (not Hispanic)
riedner,6.37E-06,White (not Hispanic)
riegelmann,6.37E-06,White (not Hispanic)
riegsecker,6.37E-06,White (not Hispanic)
riehemann,6.37E-06,White (not Hispanic)
riehman-bryan,6.37E-06,White (not Hispanic)
riemens-van laare,6.37E-06,White (not Hispanic)
riemenschneider,6.37E-06,White (not Hispanic)
riepe,6.37E-06,White (not Hispanic)
rierson,6.37E-06,White (not Hispanic)
riesco,6.37E-06,White (not Hispanic)
rieser,6.37E-06,White (not Hispanic)
riesling,6.37E-06,White (not Hispanic)
riess,6.37E-06,White (not Hispanic)
riest,6.37E-06,White (not Hispanic)
rieth,6.37E-06,White (not Hispanic)
rietow,6.37E-06,White (not Hispanic)
rietsch,6.37E-06,White (not Hispanic)
rife,6.37E-06,White (not Hispanic)
riforgiate,6.37E-06,White (not Hispanic)
rigato,6.37E-06,White (not Hispanic)
riggan,6.37E-06,White (not Hispanic)
riggen,6.37E-06,White (not Hispanic)
riggi,6.37E-06,White (not Hispanic)
riggle,6.37E-06,White (not Hispanic)
righthouse,6.37E-06,White (not Hispanic)
rightsell,6.37E-06,White (not Hispanic)
rigli,6.37E-06,White (not Hispanic)
rigotti,6.37E-06,White (not Hispanic)
rihel,6.37E-06,White (not Hispanic)
rike,6.37E-06,White (not Hispanic)
riland,6.37E-06,White (not Hispanic)
riles,6.37E-06,White (not Hispanic)
riley-catlett,6.37E-06,White (not Hispanic)
rilinger,6.37E-06,White (not Hispanic)
rillings,6.37E-06,White (not Hispanic)
rimblas,6.37E-06,White (not Hispanic)
rimbos,6.37E-06,White (not Hispanic)
rimel,6.37E-06,White (not Hispanic)
rimelman,6.37E-06,White (not Hispanic)
rimer,6.37E-06,White (not Hispanic)
rimmer,6.37E-06,White (not Hispanic)
rimmey,6.37E-06,White (not Hispanic)
rinck,6.37E-06,White (not Hispanic)
rindal,6.37E-06,White (not Hispanic)
rindels,6.37E-06,White (not Hispanic)
rinderle,6.37E-06,White (not Hispanic)
rindfleisch,6.37E-06,White (not Hispanic)
rindy,6.37E-06,White (not Hispanic)
rinebarger,6.37E-06,White (not Hispanic)
rinebold,6.37E-06,White (not Hispanic)
rinehart-hess,6.37E-06,White (not Hispanic)
riney,6.37E-06,White (not Hispanic)
ringdahl,6.37E-06,White (not Hispanic)
ringelberg,6.37E-06,White (not Hispanic)
ringeman,6.37E-06,White (not Hispanic)
ringenberg,6.37E-06,White (not Hispanic)
ringer,6.37E-06,White (not Hispanic)
ringlein,6.37E-06,White (not Hispanic)
ringo,6.37E-06,White (not Hispanic)
ringo-carpenter,6.37E-06,White (not Hispanic)
ringsby,6.37E-06,White (not Hispanic)
ringsred,6.37E-06,White (not Hispanic)
rinne,6.37E-06,White (not Hispanic)
rinner,6.37E-06,White (not Hispanic)
rinnert,6.37E-06,White (not Hispanic)
rinow,6.37E-06,White (not Hispanic)
riordan,6.37E-06,White (not Hispanic)
riott,6.37E-06,White (not Hispanic)
riotto,6.37E-06,White (not Hispanic)
riplie jr,6.37E-06,White (not Hispanic)
ripoll-bunn,6.37E-06,White (not Hispanic)
ripper,6.37E-06,White (not Hispanic)
ripperton,6.37E-06,White (not Hispanic)
ripplinger,6.37E-06,White (not Hispanic)
ripsam,6.37E-06,White (not Hispanic)
risberg,6.37E-06,White (not Hispanic)
risch,6.37E-06,White (not Hispanic)
risch v,6.37E-06,White (not Hispanic)
risdahl,6.37E-06,White (not Hispanic)
risdon,6.37E-06,White (not Hispanic)
rise,6.37E-06,White (not Hispanic)
risendal,6.37E-06,White (not Hispanic)
risenhoover,6.37E-06,White (not Hispanic)
riser,6.37E-06,White (not Hispanic)
rish-gibson,6.37E-06,White (not Hispanic)
rishavy,6.37E-06,White (not Hispanic)
risheill,6.37E-06,White (not Hispanic)
rishel,6.37E-06,White (not Hispanic)
riskey,6.37E-06,White (not Hispanic)
risoli,6.37E-06,White (not Hispanic)
rispoli,6.37E-06,White (not Hispanic)
risser,6.37E-06,White (not Hispanic)
ristau,6.37E-06,White (not Hispanic)
riste,6.37E-06,White (not Hispanic)
ristine,6.37E-06,White (not Hispanic)
ristvey,6.37E-06,White (not Hispanic)
ritacco,6.37E-06,White (not Hispanic)
ritch,6.37E-06,White (not Hispanic)
ritchison,6.37E-06,White (not Hispanic)
riter,6.37E-06,White (not Hispanic)
riter jr,6.37E-06,White (not Hispanic)
ritger,6.37E-06,White (not Hispanic)
rithner,6.37E-06,White (not Hispanic)
ritland,6.37E-06,White (not Hispanic)
rittel,6.37E-06,White (not Hispanic)
ritterbush,6.37E-06,White (not Hispanic)
ritterholz,6.37E-06,White (not Hispanic)
ritterling,6.37E-06,White (not Hispanic)
ritterpusch,6.37E-06,White (not Hispanic)
rittersbacher,6.37E-06,White (not Hispanic)
ritthaler,6.37E-06,White (not Hispanic)
rittner,6.37E-06,White (not Hispanic)
ritucci,6.37E-06,White (not Hispanic)
ritzdorf,6.37E-06,White (not Hispanic)
ritzel,6.37E-06,White (not Hispanic)
ritzheimer,6.37E-06,White (not Hispanic)
ritzschke,6.37E-06,White (not Hispanic)
ritzwoller,6.37E-06,White (not Hispanic)
rivadeneyra,6.37E-06,White (not Hispanic)
rivale,6.37E-06,White (not Hispanic)
rivali,6.37E-06,White (not Hispanic)
rivenburg,6.37E-06,White (not Hispanic)
rivera-white,6.37E-06,White (not Hispanic)
rivero,6.37E-06,White (not Hispanic)
riviere,6.37E-06,White (not Hispanic)
rizo,6.37E-06,White (not Hispanic)
rizor,6.37E-06,White (not Hispanic)
rizvanovic,6.37E-06,White (not Hispanic)
rizzolo,6.37E-06,White (not Hispanic)
rizzuti,6.37E-06,White (not Hispanic)
roady,6.37E-06,White (not Hispanic)
roan,6.37E-06,White (not Hispanic)
roasch,6.37E-06,White (not Hispanic)
roatcap,6.37E-06,White (not Hispanic)
robak,6.37E-06,White (not Hispanic)
robbio,6.37E-06,White (not Hispanic)
robbs,6.37E-06,White (not Hispanic)
robeda,6.37E-06,White (not Hispanic)
robedeau,6.37E-06,White (not Hispanic)
roberg,6.37E-06,White (not Hispanic)
robey,6.37E-06,White (not Hispanic)
robidoux,6.37E-06,White (not Hispanic)
robinett,6.37E-06,White (not Hispanic)
robins-byers,6.37E-06,White (not Hispanic)
robinson-beaty,6.37E-06,White (not Hispanic)
robinson-higgins,6.37E-06,White (not Hispanic)
robinson-ruet,6.37E-06,White (not Hispanic)
robledo,6.37E-06,White (not Hispanic)
roblek,6.37E-06,White (not Hispanic)
robling,6.37E-06,White (not Hispanic)
robrahn,6.37E-06,White (not Hispanic)
robuck,6.37E-06,White (not Hispanic)
rocca weatherby,6.37E-06,White (not Hispanic)
rocchio-sweeney,6.37E-06,White (not Hispanic)
rocco,6.37E-06,White (not Hispanic)
roch,6.37E-06,White (not Hispanic)
rochat,6.37E-06,White (not Hispanic)
rochau,6.37E-06,White (not Hispanic)
rockafellow,6.37E-06,White (not Hispanic)
rockeman,6.37E-06,White (not Hispanic)
rockers,6.37E-06,White (not Hispanic)
rockey,6.37E-06,White (not Hispanic)
rockley,6.37E-06,White (not Hispanic)
rockrohr,6.37E-06,White (not Hispanic)
rocks,6.37E-06,White (not Hispanic)
rodacker,6.37E-06,White (not Hispanic)
rodak,6.37E-06,White (not Hispanic)
rodarte,6.37E-06,White (not Hispanic)
roddam,6.37E-06,White (not Hispanic)
rodden,6.37E-06,White (not Hispanic)
roddy,6.37E-06,White (not Hispanic)
rodearmel,6.37E-06,White (not Hispanic)
rodehaver,6.37E-06,White (not Hispanic)
rodelander,6.37E-06,White (not Hispanic)
rodell,6.37E-06,White (not Hispanic)
rodenberg,6.37E-06,White (not Hispanic)
rodes,6.37E-06,White (not Hispanic)
rodger,6.37E-06,White (not Hispanic)
rodgers iii,6.37E-06,White (not Hispanic)
rodie,6.37E-06,White (not Hispanic)
rodiek,6.37E-06,White (not Hispanic)
rodin,6.37E-06,White (not Hispanic)
rodine,6.37E-06,White (not Hispanic)
rodish,6.37E-06,White (not Hispanic)
rodlin,6.37E-06,White (not Hispanic)
rodney,6.37E-06,White (not Hispanic)
rodnick,6.37E-06,White (not Hispanic)
rodosevich,6.37E-06,White (not Hispanic)
rodri,6.37E-06,White (not Hispanic)
rodrigue,6.37E-06,White (not Hispanic)
rodrigues,6.37E-06,White (not Hispanic)
rodriguez-staatz,6.37E-06,White (not Hispanic)
rody,6.37E-06,White (not Hispanic)
roe-huffman,6.37E-06,White (not Hispanic)
roebuck,6.37E-06,White (not Hispanic)
roeca,6.37E-06,White (not Hispanic)
roedder,6.37E-06,White (not Hispanic)
roeding,6.37E-06,White (not Hispanic)
roehl,6.37E-06,White (not Hispanic)
roehrs,6.37E-06,White (not Hispanic)
roelfsema,6.37E-06,White (not Hispanic)
roelfson,6.37E-06,White (not Hispanic)
roelker,6.37E-06,White (not Hispanic)
roen,6.37E-06,White (not Hispanic)
roenicke,6.37E-06,White (not Hispanic)
roennau,6.37E-06,White (not Hispanic)
roepe,6.37E-06,White (not Hispanic)
roeper,6.37E-06,White (not Hispanic)
roerdomp,6.37E-06,White (not Hispanic)
roerty,6.37E-06,White (not Hispanic)
roesch,6.37E-06,White (not Hispanic)
roesies,6.37E-06,White (not Hispanic)
roesner,6.37E-06,White (not Hispanic)
roessler,6.37E-06,White (not Hispanic)
roetker,6.37E-06,White (not Hispanic)
roettger,6.37E-06,White (not Hispanic)
roettinger,6.37E-06,White (not Hispanic)
roetzel,6.37E-06,White (not Hispanic)
roffe,6.37E-06,White (not Hispanic)
roffis,6.37E-06,White (not Hispanic)
rogacki,6.37E-06,White (not Hispanic)
rogakis,6.37E-06,White (not Hispanic)
rogalski,6.37E-06,White (not Hispanic)
rogers-cortez,6.37E-06,White (not Hispanic)
rogers-prosser,6.37E-06,White (not Hispanic)
rogers ii,6.37E-06,White (not Hispanic)
rogers jr,6.37E-06,White (not Hispanic)
rogerson,6.37E-06,White (not Hispanic)
roggasch,6.37E-06,White (not Hispanic)
roggensack,6.37E-06,White (not Hispanic)
roggow,6.37E-06,White (not Hispanic)
rogne,6.37E-06,White (not Hispanic)
rogneby,6.37E-06,White (not Hispanic)
rognerud,6.37E-06,White (not Hispanic)
rogonich,6.37E-06,White (not Hispanic)
rogowski,6.37E-06,White (not Hispanic)
rogozinski,6.37E-06,White (not Hispanic)
rogulja,6.37E-06,White (not Hispanic)
rogus,6.37E-06,White (not Hispanic)
roher,6.37E-06,White (not Hispanic)
rohlfing,6.37E-06,White (not Hispanic)
rohn vaughn,6.37E-06,White (not Hispanic)
rohner,6.37E-06,White (not Hispanic)
rohrbach,6.37E-06,White (not Hispanic)
rohren,6.37E-06,White (not Hispanic)
rohrstaff,6.37E-06,White (not Hispanic)
roies,6.37E-06,White (not Hispanic)
roiko,6.37E-06,White (not Hispanic)
roise,6.37E-06,White (not Hispanic)
rokeby,6.37E-06,White (not Hispanic)
rokitka,6.37E-06,White (not Hispanic)
rolapp,6.37E-06,White (not Hispanic)
roldan,6.37E-06,White (not Hispanic)
roles,6.37E-06,White (not Hispanic)
roletto,6.37E-06,White (not Hispanic)
rolfs,6.37E-06,White (not Hispanic)
roling,6.37E-06,White (not Hispanic)
rollaine,6.37E-06,White (not Hispanic)
rollert,6.37E-06,White (not Hispanic)
rolles,6.37E-06,White (not Hispanic)
rolley,6.37E-06,White (not Hispanic)
rollheiser,6.37E-06,White (not Hispanic)
rollingson,6.37E-06,White (not Hispanic)
rollman,6.37E-06,White (not Hispanic)
rolloff,6.37E-06,White (not Hispanic)
rollstin,6.37E-06,White (not Hispanic)
roloson,6.37E-06,White (not Hispanic)
rolston,6.37E-06,White (not Hispanic)
roma,6.37E-06,White (not Hispanic)
romani,6.37E-06,White (not Hispanic)
romaniszyn,6.37E-06,White (not Hispanic)
romanowska,6.37E-06,White (not Hispanic)
romanowski,6.37E-06,White (not Hispanic)
romans,6.37E-06,White (not Hispanic)
romarine,6.37E-06,White (not Hispanic)
romashkin,6.37E-06,White (not Hispanic)
romberg,6.37E-06,White (not Hispanic)
romens,6.37E-06,White (not Hispanic)
romerein,6.37E-06,White (not Hispanic)
romero wertz,6.37E-06,White (not Hispanic)
romick,6.37E-06,White (not Hispanic)
romines,6.37E-06,White (not Hispanic)
rominger,6.37E-06,White (not Hispanic)
rommes,6.37E-06,White (not Hispanic)
romney,6.37E-06,White (not Hispanic)
romo campos,6.37E-06,White (not Hispanic)
romo gilmore,6.37E-06,White (not Hispanic)
romp,6.37E-06,White (not Hispanic)
romrell,6.37E-06,White (not Hispanic)
ron,6.37E-06,White (not Hispanic)
ronacher,6.37E-06,White (not Hispanic)
ronald,6.37E-06,White (not Hispanic)
ronas,6.37E-06,White (not Hispanic)
roncelli,6.37E-06,White (not Hispanic)
rondello,6.37E-06,White (not Hispanic)
rone,6.37E-06,White (not Hispanic)
ronish,6.37E-06,White (not Hispanic)
ronkainen,6.37E-06,White (not Hispanic)
roob,6.37E-06,White (not Hispanic)
rooding,6.37E-06,White (not Hispanic)
roofe,6.37E-06,White (not Hispanic)
roohr,6.37E-06,White (not Hispanic)
rooker,6.37E-06,White (not Hispanic)
rookstool,6.37E-06,White (not Hispanic)
roose,6.37E-06,White (not Hispanic)
roosevelt,6.37E-06,White (not Hispanic)
roozen,6.37E-06,White (not Hispanic)
ropa,6.37E-06,White (not Hispanic)
rope,6.37E-06,White (not Hispanic)
ropp,6.37E-06,White (not Hispanic)
roppo,6.37E-06,White (not Hispanic)
roquemore,6.37E-06,White (not Hispanic)
rorex,6.37E-06,White (not Hispanic)
rorie,6.37E-06,White (not Hispanic)
rork,6.37E-06,White (not Hispanic)
rosacci,6.37E-06,White (not Hispanic)
rosack,6.37E-06,White (not Hispanic)
rosacker,6.37E-06,White (not Hispanic)
rosado,6.37E-06,White (not Hispanic)
rosania,6.37E-06,White (not Hispanic)
rosanova,6.37E-06,White (not Hispanic)
rosati,6.37E-06,White (not Hispanic)
rosberg,6.37E-06,White (not Hispanic)
rosbotham,6.37E-06,White (not Hispanic)
rosburg,6.37E-06,White (not Hispanic)
roschewski,6.37E-06,White (not Hispanic)
roscover,6.37E-06,White (not Hispanic)
rose-brumbaugh,6.37E-06,White (not Hispanic)
rosean,6.37E-06,White (not Hispanic)
rosebeck,6.37E-06,White (not Hispanic)
roseboom,6.37E-06,White (not Hispanic)
roseboro,6.37E-06,White (not Hispanic)
rosebrook,6.37E-06,White (not Hispanic)
rosecrance,6.37E-06,White (not Hispanic)
rosekrans,6.37E-06,White (not Hispanic)
roseland,6.37E-06,White (not Hispanic)
roselius,6.37E-06,White (not Hispanic)
roselles,6.37E-06,White (not Hispanic)
rosenbergh,6.37E-06,White (not Hispanic)
