postcode,country,primary_care_trust,longitude,latitude
ME15 6PX,England,West Kent,0.524366,51.266592
ML9 2UF,Scotland,South Lanarkshire Community Health Partnership,-3.981528,55.755464
NE40 3JL,England,Gateshead,-1.755956,54.970644
DN12 1LE,England,Doncaster,-1.190237,53.481116
N13 4NX,England,Enfield,-0.120344,51.614173
DN14 5JZ,England,East Riding of Yorkshire,-0.852786,53.709069
DN16 1LW,England,North Lincolnshire,-0.650671,53.582602
DT5 2JS,England,Dorset,-2.452842,50.529272
TA1 2NZ,England,Somerset,-3.073172,51.014781
SS9 1DX,England,South East Essex,0.667082,51.540092
SA10 7YG,Wales,Swansea Bay University Health Board,-3.824402,51.692011
PO14 4DH,England,Hampshire,-1.235431,50.84908
W1T 7QH,England,Camden,-0.132366,51.518991
W1W 8QL,England,Westminster,-0.140659,51.51603
PL7 5DX,England,Plymouth Teaching,-4.034872,50.396441
LE16 8UG,England,Leicestershire County and Rutland,-0.837395,52.561495
LL29 8AE,Wales,Betsi Cadwaladr University Health Board,-3.712114,53.28791
WA15 6SF,England,Trafford,-2.340926,53.397961
GU32 1JW,England,Hampshire,-1.096073,51.016829
TQ12 5BE,England,Devon,-3.582659,50.502622
NG6 8EJ,England,Nottingham City,-1.192752,53.004848
NE62 5NW,England,Northumberland,-1.604434,55.159638
B66 1JQ,England,Sandwell,-1.989762,52.501897
LA1 2RQ,England,North Lancashire Teaching,-2.810894,54.060488
PR6 0DA,England,Central Lancashire,-2.626163,53.656834
G83 0TJ,Scotland,West Dunbartonshire Community Health and Care Partnership,-4.578775,55.994115
BS15 1BD,England,Bristol,-2.520438,51.462475
DY14 8DN,England,Shropshire County,-2.485867,52.378638
DL8 4PJ,England,North Yorkshire and York,-1.805141,54.287059
BT13 3HZ,Northern Ireland,Belfast,-5.961052,54.610337
HU5 4PJ,England,Hull Teaching,-0.392659,53.764807
FY4 4EE,England,Blackpool,-3.030147,53.800156
EX16 7EY,England,Devon,-3.369163,50.946318
GU12 4UL,England,Hampshire,-0.733059,51.253503
TQ7 3LF,England,Devon,-3.860928,50.271575
SN8 3DN,England,Wiltshire,-1.630311,51.356703
NN5 6XS,England,Northamptonshire Teaching,-0.958227,52.252018
LL32 8LF,Wales,Betsi Cadwaladr University Health Board,-3.830817,53.276077
N2 8HT,England,Barnet,-0.175499,51.59705
GU3 2EL,England,Surrey,-0.671812,51.244102
WS10 9DS,England,Sandwell,-2.012775,52.558353
NP4 0NX,Wales,Aneurin Bevan University Health Board,-3.00692,51.685158
SA12 9TS,Wales,Swansea Bay University Health Board,-3.749864,51.638072
E7 0NN,England,Newham,0.032565,51.551159
WV4 6ND,England,Wolverhampton City,-2.110271,52.551156
SK22 2HT,England,Derbyshire County,-1.942957,53.379514
S1 2EB,England,Sheffield,-1.473838,53.382945
PE14 8JL,England,Norfolk,0.279569,52.677803
SE25 5NU,England,Croydon,-0.068625,51.391504
YO10 4QF,England,North Yorkshire and York,-1.079189,53.938695
AB42 2FU,Scotland,Aberdeenshire Community Health Partnership,-1.808444,57.498613
AB54 4QA,Scotland,Aberdeenshire Community Health Partnership,-2.795705,57.378664
CB3 0DW,England,Cambridgeshire,0.091018,52.214401
LU6 3JP,England,Bedfordshire,-0.529017,51.875075
G53 6DJ,Scotland,Glasgow City Community Health Partnership,-4.347698,55.822756
CR0 8LF,England,Croydon,-0.025892,51.368463
HU10 7FL,England,East Riding of Yorkshire,-0.452994,53.759652
IP4 3BA,England,Suffolk,1.171317,52.071662
NE6 3JT,England,Newcastle,-1.560703,54.965648
GL56 9HL,England,Gloucestershire,-1.77105,52.008144
FY5 9DB,England,North Lancashire Teaching,-3.042913,53.876119
RH15 0GR,England,East Sussex Downs and Weald,-0.098215,50.958417
IP1 6LF,England,Suffolk,1.121626,52.084906
S41 8RP,England,Derbyshire County,-1.429358,53.251908
HU10 7LE,England,East Riding of Yorkshire,-0.452573,53.743707
SE21 8HB,England,Lambeth,-0.097156,51.438301
BA11 2HN,England,Somerset,-2.313367,51.240613
BT23 5PH,Northern Ireland,South Eastern,-5.780909,54.541862
SW2 3SR,England,Lambeth,-0.121304,51.441344
DA15 7PD,England,Bexley,0.083351,51.432003
PE27 5BT,England,Cambridgeshire,-0.07571,52.324777
BS31 2GD,England,Bath and North East Somerset,-2.493209,51.424241
LE65 2UX,England,Leicestershire County and Rutland,-1.488572,52.750693
SW13 0PH,England,Richmond and Twickenham,-0.249766,51.469338
BT47 3LN,Northern Ireland,Western,-7.241388,55.000877
AL3 4HJ,England,Hertfordshire,-0.346967,51.748603
BN1 6UG,England,Brighton and Hove City,-0.154045,50.84775
BH4 8HA,England,Bournemouth and Poole Teaching,-1.903995,50.717212
BD20 6RX,England,Bradford and Airedale Teaching,-1.943855,53.897801
SO45 2GS,England,Hampshire,-1.380455,50.826055
BT28 1QP,Northern Ireland,South Eastern,-6.059131,54.502595
HD8 0QY,England,Kirklees,-1.714612,53.620059
IV5 7PA,Scotland,Highland Health and Social Care Partnership,-4.411089,57.47844
AB51 0NG,Scotland,Aberdeenshire Community Health Partnership,-2.433205,57.343484
TR8 4FD,England,Cornwall and Isles of Scilly,-5.041332,50.412651
BR4 0JE,England,Bromley,-0.004521,51.385484
M26 1DR,England,Bury,-2.335027,53.548481
BA9 9RT,England,Somerset,-2.421721,51.050801
GL50 3PP,England,Gloucestershire,-2.079614,51.900666
EH48 1DR,Scotland,West Lothian Community Health and Care Partnership,-3.626691,55.900942
SE26 6DZ,England,Bromley,-0.058693,51.421385
MK44 3NP,England,Bedfordshire,-0.317809,52.146174
KY1 2BJ,Scotland,Kirkcaldy and Levenmouth Community Health Partnership,-3.150295,56.125164
CO3 4JZ,England,North East Essex,0.856668,51.87908
FK14 7FB,Scotland,Clackmannanshire Community Health Partnership,-3.66759,56.164019
AB39 3PN,Scotland,Aberdeenshire Community Health Partnership,-2.171752,57.028361
TA8 1HZ,England,Somerset,-2.987132,51.239876
G53 7GE,Scotland,Glasgow City Community Health Partnership,-4.357688,55.826906
DE56 0PT,England,Derbyshire County,-1.435289,53.007002
L15 7LX,England,Liverpool,-2.904111,53.399734
BT52 1JS,Northern Ireland,Northern,-6.668996,55.151773
BL3 1BE,England,Bolton Teaching,-2.374455,53.562853
LD3 0UE,Wales,Powys Teaching Health Board,-3.328252,51.98924
CH44 0BJ,England,Wirral,-3.028344,53.41845
CF5 1PY,Wales,Cardiff and Vale University Health Board,-3.204787,51.478687
NR28 0JE,England,Norfolk,1.387261,52.827149
PE1 1YX,England,Peterborough,-0.241163,52.570845
M46 0GD,England,"Ashton, Leigh and Wigan",-2.510529,53.522754
SL1 3JJ,England,Berkshire East,-0.602128,51.522805
NE17 7QT,England,County Durham,-1.818561,54.897397
TQ5 9UB,England,Torbay,-3.509133,50.395458
BD9 4PD,England,Bradford and Airedale Teaching,-1.777374,53.811154
SN15 5AH,England,Wiltshire,-1.976337,51.560575
N14 5AN,England,Enfield,-0.129027,51.631392
BS34 8UW,England,South Gloucestershire,-2.546596,51.520532
B1 1DD,England,Heart of Birmingham Teaching,-1.899184,52.473851
CW1 3TT,England,Central and Eastern Cheshire,-2.447401,53.107683
B46 1JB,England,Warwickshire,-1.708513,52.510376
HU12 0PP,England,East Riding of Yorkshire,-0.017744,53.681168
NN16 9TD,England,Northamptonshire Teaching,-0.706288,52.410038
G13 4NA,Scotland,Glasgow City Community Health Partnership,-4.378149,55.898656
FY5 3TL,England,North Lancashire Teaching,-3.026323,53.871709
ME14 4AR,England,West Kent,0.568199,51.274722
S6 2BB,England,Sheffield,-1.498029,53.404576
TW1 2DA,England,Richmond and Twickenham,-0.312495,51.457713
TS24 0NB,England,Hartlepool,-1.182051,54.69968
BA11 3EN,England,Somerset,-2.33654,51.238022
KA23 9PS,Scotland,North Ayrshire Community Health Partnership,-4.865008,55.710344
ME6 5GB,England,West Kent,0.44243,51.336502
BT22 2AQ,Northern Ireland,South Eastern,-5.641048,54.578526
KA4 8EJ,Scotland,East Ayrshire Community Health Partnership,-4.386349,55.599039
AB56 4QL,Scotland,Moray Community Health and Social Care Partnership,-2.903182,57.696326
SE25 6BB,England,Croydon,-0.084483,51.406899
IP28 6UN,England,Suffolk,0.680891,52.315671
BB18 5ER,England,East Lancashire Teaching,-2.189105,53.92031
BT18 9FA,Northern Ireland,South Eastern,-5.841105,54.631007
SN5 6DJ,England,Swindon,-1.839056,51.555423
SP5 5RX,England,Dorset,-2.012458,50.934626
ST5 9NE,England,North Staffordshire,-2.219602,53.02573
TN23 5BZ,England,Eastern and Coastal Kent,0.860052,51.135583
HG5 9JS,England,North Yorkshire and York,-1.463996,54.037743
IP1 9SL,England,Suffolk,1.148684,52.058239
B27 7XQ,England,Birmingham East and North,-1.825834,52.445079
CO6 3RS,England,North East Essex,0.76992,51.893314
TQ1 3PJ,England,Torbay,-3.524947,50.478696
CO13 9EL,England,North East Essex,1.241811,51.825639
RH5 5BA,England,Surrey,-0.365375,51.145674
TA3 5RP,England,Somerset,-3.033996,50.981368
MK4 1LA,England,Milton Keynes,-0.768854,52.011987
SO23 5AN,England,Hampshire,-1.297345,51.067562
DG7 3NH,Scotland,Dumfries and Galloway Community Health Partnership,-4.104081,55.044655
WS13 8DE,England,South Staffordshire,-1.898123,52.697499
B32 1PE,England,South Birmingham,-1.99844,52.455995
NE40 4DL,England,Gateshead,-1.788093,54.963938
DE13 9BY,England,South Staffordshire,-1.659128,52.84636
CH44 0HN,England,Wirral,-3.030472,53.424338
RM13 9FA,England,Havering,0.209425,51.525579
BT92 9QU,Northern Ireland,Western,-7.543664,54.217355
BD20 0BY,England,Bradford and Airedale Teaching,-1.94834,53.913532
CO3 0JZ,England,North East Essex,0.848432,51.877984
BH9 1QT,England,Bournemouth and Poole Teaching,-1.868287,50.747132
W1D 6PQ,England,Westminster,-0.13218,51.510859
BB6 7RF,England,East Lancashire Teaching,-2.401884,53.789797
LS10 1AB,England,Leeds,-1.50618,53.762546
SA15 5DX,Wales,Hywel Dda University Health Board,-4.194904,51.722935
SP10 3BU,England,Hampshire,-1.507694,51.207565
GL3 2QN,England,Gloucestershire,-2.178369,51.878986
SY5 7NW,England,Shropshire County,-2.733509,52.631623
CR0 1XT,England,Croydon,-0.103562,51.376356
PH8 0YZ,Scotland,Perth and Kinross Community Health Partnership,-3.575624,56.55806
FY6 8DD,England,North Lancashire Teaching,-2.992709,53.830529
HU2 0QU,England,Hull Teaching,-0.326561,53.744072
ML3 0LW,Scotland,South Lanarkshire Community Health Partnership,-4.060076,55.786517
ST14 8DY,England,South Staffordshire,-1.861564,52.901082
W12 8NJ,England,Hammersmith and Fulham,-0.234032,51.506178
NP11 5AJ,Wales,Aneurin Bevan University Health Board,-3.132322,51.64056
ST17 0RB,England,South Staffordshire,-2.098588,52.772735
CH3 7LP,England,Western Cheshire,-2.790464,53.21109
SY1 2EU,England,Shropshire County,-2.747643,52.715329
YO13 0DR,England,North Yorkshire and York,-0.499299,54.342138
M18 8LZ,England,Manchester Teaching,-2.169264,53.464367
WD17 4LF,England,Hertfordshire,-0.410188,51.66704
NG16 3RP,England,Nottinghamshire County Teaching,-1.290154,53.02566
OL14 5LA,England,Calderdale,-2.103901,53.719826
PE6 0BD,England,Lincolnshire Teaching,-0.164936,52.671385
FY5 3JZ,England,Blackpool,-3.024745,53.864379
SG11 2LT,England,Hertfordshire,0.095468,51.913025
PH18 5TS,Scotland,Perth and Kinross Community Health Partnership,-3.826494,56.769782
NG8 1GX,England,Nottingham City,-1.210782,52.956687
CH2 4RA,England,Western Cheshire,-2.873515,53.268759
LS26 9AY,England,Leeds,-1.383333,53.739201
HP3 9TB,England,Hertfordshire,-0.456411,51.72891
TS18 5NP,England,Stockton-on-Tees Teaching,-1.359203,54.55505
M50 3BP,England,Salford,-2.285372,53.467597
CO6 1NB,England,Mid Essex,0.675386,51.870393
EX31 2BY,England,Devon,-4.075692,51.072351
RM14 1XS,England,Havering,0.268098,51.564101
E14 7NN,England,Tower Hamlets,-0.039504,51.515471
BT34 1SD,Northern Ireland,Southern,-6.311835,54.258169
BN12 5QE,England,West Sussex,-0.441968,50.803278
RG25 3DX,England,Hampshire,-1.260336,51.244857
WN2 1ZB,England,"Ashton, Leigh and Wigan",-2.584781,53.572796
DY2 0UU,England,Dudley,-2.099191,52.497163
CO6 2PR,England,Mid Essex,0.725647,51.922389
WA7 1PT,England,Halton and St Helens,-2.705691,53.343604
SW1Y 4QE,England,Westminster,-0.134223,51.509525
TA11 6AB,England,Somerset,-2.671701,51.057601
HA9 9DR,England,Brent Teaching,-0.262795,51.5637
WF17 0HT,England,Kirklees,-1.641845,53.736638
BD8 7LN,England,Bradford and Airedale Teaching,-1.768648,53.807155
CF39 9TT,Wales,Cwm Taf Morgannwg University Health Board,-3.391276,51.61313
TW10 6SR,England,Richmond and Twickenham,-0.304611,51.463975
SG1 4LL,England,Hertfordshire,-0.186943,51.924189
PA34 4EG,Scotland,Argyll and Bute Community Health Partnership,-5.46182,56.408239
YO7 3LS,England,North Yorkshire and York,-1.419925,54.15376
CF37 3HF,Wales,Cwm Taf Morgannwg University Health Board,-3.35161,51.624123
LS15 9AG,England,Leeds,-1.437487,53.791437
SA32 8SB,Wales,Hywel Dda University Health Board,-4.116631,51.884563
PE1 2QP,England,Peterborough,-0.240576,52.584016
SL2 1TZ,England,Berkshire East,-0.634044,51.528028
KA13 6NL,Scotland,North Ayrshire Community Health Partnership,-4.717705,55.659492
OX28 4ER,England,Oxfordshire,-1.491357,51.78281
YO8 3LD,England,North Yorkshire and York,-1.071211,53.786995
ML5 5SU,Scotland,North Lanarkshire Community Health Partnership,-4.059144,55.849523
NP22 4RE,Wales,Aneurin Bevan University Health Board,-3.24505,51.786287
DY12 3EA,England,Shropshire County,-2.373072,52.425136
BB9 9QA,England,East Lancashire Teaching,-2.207412,53.835488
PR8 5PA,England,Sefton,-2.975548,53.632556
WA16 8EW,England,Central and Eastern Cheshire,-2.367537,53.30449
EN2 8JJ,England,Enfield,-0.109311,51.666224
YO32 2PF,England,North Yorkshire and York,-1.092018,54.019236
CH48 5EE,England,Wirral,-3.181478,53.37776
BA4 5JU,England,Somerset,-2.556789,51.191681
NE11 9XZ,England,Gateshead,-1.669751,54.95802
WC2N 4HX,England,Westminster,-0.126735,51.510449
SN8 4DG,England,Wiltshire,-1.731459,51.41547
TQ2 6TG,England,Torbay,-3.553708,50.453169
DL13 2SP,England,County Durham,-1.967552,54.722007
DT6 4JG,England,Dorset,-2.750313,50.717649
TN12 6BG,England,West Kent,0.39212,51.173328
KY12 7PX,Scotland,Dunfermline and West Fife Community Health Partnership,-3.460892,56.070588
TR26 2HB,England,Cornwall and Isles of Scilly,-5.493001,50.206477
E8 2BP,England,City and Hackney Teaching,-0.067116,51.554345
CB8 0UD,England,Cambridgeshire,0.313476,52.194512
RG5 4SD,England,Berkshire West,-0.889284,51.455334
MK46 4JL,England,Milton Keynes,-0.699082,52.15327
LE4 5FG,England,Leicester City,-1.127376,52.653978
NW3 2BS,England,Camden,-0.155856,51.544434
CF44 8AE,Wales,Cwm Taf Morgannwg University Health Board,-3.452145,51.716401
BB5 4LP,England,East Lancashire Teaching,-2.414087,53.751197
HX5 9JZ,England,Calderdale,-1.81566,53.682662
WV5 0EF,England,South Staffordshire,-2.19423,52.530865
NG19 9DJ,England,Nottinghamshire County Teaching,-1.180638,53.166743
CV32 6HW,England,Warwickshire,-1.537428,52.302699
KA30 8JP,Scotland,North Ayrshire Community Health Partnership,-4.863764,55.792107
DL10 4PR,England,North Yorkshire and York,-1.73063,54.409736
S63 8EX,England,Barnsley,-1.324849,53.516998
HP3 9SU,England,Hertfordshire,-0.456778,51.731738
PL5 4BQ,England,Plymouth Teaching,-4.140129,50.414401
DE65 6PG,England,Derbyshire County,-1.56035,52.850333
LE4 2NB,England,Leicester City,-1.150401,52.668429
TW4 5DQ,England,Hounslow,-0.375211,51.463365
B31 5SG,England,South Birmingham,-1.985971,52.423486
WR12 7NN,England,Worcestershire,-1.883521,52.041538
WD23 1JY,England,Hertfordshire,-0.34788,51.63201
SR6 7NY,England,Sunderland Teaching,-1.365385,54.942886
OX3 9RF,England,Oxfordshire,-1.22637,51.770411
SR4 7YE,England,Sunderland Teaching,-1.406382,54.905494
RH13 8JG,England,West Sussex,-0.303881,50.961009
BB12 0EH,England,East Lancashire Teaching,-2.261808,53.801133
BT35 8QF,Northern Ireland,Southern,-6.350651,54.15689
BS32 9DJ,England,South Gloucestershire,-2.55932,51.540316
IG8 0BL,England,Redbridge,0.02655,51.609238
BH8 9LJ,England,Bournemouth and Poole Teaching,-1.852866,50.742635
EN11 9EZ,England,Hertfordshire,-0.012351,51.766605
CV8 3AW,England,Warwickshire,-1.503488,52.373845
TN12 9PU,England,West Kent,0.446792,51.200436
PL5 3FA,England,Plymouth Teaching,-4.140341,50.412239
WA3 5NS,England,Warrington,-2.496,53.47462
HA5 5NU,England,Harrow,-0.38012,51.588902
BT47 4PS,Northern Ireland,Western,-6.973934,54.921885
PL21 9QH,England,Devon,-3.967171,50.415972
PE31 7UD,England,Norfolk,0.493314,52.875026
NN15 6TN,England,Northamptonshire Teaching,-0.693695,52.375969
SP1 3SN,England,Wiltshire,-1.790979,51.072346
GU11 1DY,England,Hampshire,-0.76424,51.249251
WF13 3QP,England,Kirklees,-1.65113,53.682665
CH1 9DH,England,Western Cheshire,-2.884632,53.197786
WR3 7QW,England,Worcestershire,-2.234076,52.223115
LL15 1TA,Wales,Betsi Cadwaladr University Health Board,-3.279527,53.141925
SN3 1ER,England,Swindon,-1.762843,51.555105
OL12 7EL,England,"Heywood, Middleton and Rochdale",-2.178086,53.624868
GU21 6DR,England,Surrey,-0.556394,51.322318
OX33 1YA,England,Oxfordshire,-1.133928,51.747661
TN40 1JQ,England,Hastings and Rother,0.477353,50.839891
LE5 5DU,England,Leicester City,-1.098602,52.630882
ST6 6HQ,England,Stoke on Trent,-2.193718,53.068536
TD9 7EL,Scotland,Scottish Borders Community Health and Care Partnership,-2.788942,55.428419
PR9 9XW,England,Sefton,-2.971304,53.671646
CB24 8RZ,England,Cambridgeshire,0.125121,52.286983
AL3 4QL,England,Hertfordshire,-0.347249,51.753034
B98 8DS,England,Worcestershire,-1.934812,52.307304
WR13 5AQ,England,Worcestershire,-2.288246,52.131843
NR2 2TG,England,Norfolk,1.284687,52.623496
CB6 2LD,England,Cambridgeshire,0.144553,52.402402
IG2 6FN,England,Redbridge,0.073391,51.580805
FY7 6QJ,England,North Lancashire Teaching,-3.020804,53.921722
PL14 5PX,England,Cornwall and Isles of Scilly,-4.41114,50.502146
E1W 2PZ,England,Tower Hamlets,-0.059106,51.504943
DD4 9LG,Scotland,Dundee Community Health Partnership,-2.937728,56.489329
PR3 2GA,England,East Lancashire Teaching,-2.571085,53.871378
NG16 4BP,England,Derbyshire County,-1.333195,53.018044
WA7 5EZ,England,Halton and St Helens,-2.720033,53.326532
TW11 0SP,England,Richmond and Twickenham,-0.34792,51.433354
KY8 3DY,Scotland,Kirkcaldy and Levenmouth Community Health Partnership,-3.004574,56.189031
LS22 4AS,England,North Yorkshire and York,-1.442353,53.930396
RG26 5LB,England,Hampshire,-1.157266,51.323452
DT6 3GY,England,Dorset,-2.761852,50.733879
TA24 5DY,England,Somerset,-3.47045,51.201666
WR15 8FE,England,Worcestershire,-2.599582,52.307592
S8 9SS,England,Sheffield,-1.46838,53.358795
RG9 1BY,England,Oxfordshire,-0.900698,51.532555
NN29 7TU,England,Northamptonshire Teaching,-0.702131,52.281551
WN1 3PU,England,"Ashton, Leigh and Wigan",-2.61614,53.552594
AB56 1BA,Scotland,Moray Community Health and Social Care Partnership,-2.961007,57.677218
CH44 5RB,England,Wirral,-3.047471,53.418563
G41 5LD,Scotland,Glasgow City Community Health Partnership,-4.306771,55.845541
IP13 6UN,England,Suffolk,1.250896,52.104686
NE66 3XJ,England,Northumberland,-1.639534,55.497862
EC4R 0BB,England,City and Hackney Teaching,-0.089094,51.510759
NG1 6LD,England,Nottingham City,-1.152649,52.954624
WV4 5TU,England,Wolverhampton City,-2.143492,52.56749
DE13 8FL,England,South Staffordshire,-1.683713,52.774386
OX1 4UW,England,Oxfordshire,-1.246853,51.739024
ME9 0HB,England,Eastern and Coastal Kent,0.812437,51.299866
DT5 2BN,England,Dorset,-2.441118,50.544158
KY8 4NE,Scotland,Kirkcaldy and Levenmouth Community Health Partnership,-2.997093,56.194473
BR6 9DN,England,Bromley,0.10684,51.358057
CM6 2PT,England,West Essex,0.344517,51.958217
EH6 5LG,Scotland,Edinburgh Community Health Partnership,-3.176267,55.973065
GU15 2LZ,England,Surrey,-0.7458,51.327134
SP11 9FF,England,Wiltshire,-1.622846,51.256189
HP10 0DW,England,Buckinghamshire,-0.69028,51.600856
NE25 9JG,England,North Tyneside,-1.49213,55.044011
S5 6JE,England,Sheffield,-1.452505,53.421617
SL3 0JS,England,Berkshire East,-0.518052,51.481715
ST10 2AN,England,North Staffordshire,-1.987317,53.020314
GL15 5JE,England,Gloucestershire,-2.536896,51.727315
CB4 1DW,England,Cambridgeshire,0.141098,52.21594
RM1 3HJ,England,Havering,0.185252,51.580467
SO19 2QH,England,Southampton City,-1.361105,50.906065
EH10 5LY,Scotland,Edinburgh Community Health Partnership,-3.210451,55.924491
DE24 3DB,England,Derby City,-1.491763,52.874313
GL3 4JS,England,Gloucestershire,-2.150241,51.846049
TN1 2XE,England,West Kent,0.267952,51.13453
SS3 9XR,England,South East Essex,0.928554,51.602307
SR7 8JQ,England,County Durham,-1.372297,54.833763
DL1 2UB,England,Darlington,-1.512677,54.534376
NG9 4GA,England,Nottinghamshire County Teaching,-1.24434,52.923932
TQ3 2NY,England,Torbay,-3.558213,50.446642
CM24 1RE,England,West Essex,0.235907,51.876296
SW5 9QZ,England,Kensington and Chelsea,-0.19557,51.49419
E7 8ES,England,Newham,0.039182,51.543652
PL25 4EN,England,Cornwall and Isles of Scilly,-4.778443,50.355725
KY11 2DZ,Scotland,Dunfermline and West Fife Community Health Partnership,-3.434023,56.037095
SP2 9FA,England,Wiltshire,-1.834908,51.094485
TA4 1BA,England,Somerset,-3.210025,51.019019
S63 7HU,England,Rotherham,-1.349771,53.493865
B37 7GW,England,Solihull,-1.746854,52.468886
BR5 4DR,England,Bromley,0.115481,51.382245
SA16 0EY,Wales,Hywel Dda University Health Board,-4.257071,51.682081
TN13 3LR,England,West Kent,0.193457,51.28293
DE14 2AT,England,South Staffordshire,-1.658636,52.795371
B24 9SJ,England,Birmingham East and North,-1.829283,52.515817
G69 6JF,Scotland,Glasgow City Community Health Partnership,-4.103636,55.853381
CA4 0LB,England,Cumbria Teaching,-2.859853,54.799105
PA20 0AN,Scotland,Argyll and Bute Community Health Partnership,-5.055625,55.837768
BS31 1DD,England,Bath and North East Somerset,-2.503521,51.411198
NG17 4ED,England,Nottinghamshire County Teaching,-1.257546,53.129951
PH2 9EL,Scotland,Perth and Kinross Community Health Partnership,-3.47788,56.347732
TN16 2LR,England,Surrey,0.0362,51.293253
TA2 7PN,England,Somerset,-3.101224,51.024259
KA26 0QR,Scotland,South Ayrshire Community Health Partnership,-4.766962,55.102375
CB23 7XJ,England,Cambridgeshire,0.004767,52.215673
BL9 0TG,England,Bury,-2.298753,53.588126
PE14 9JX,England,Norfolk,0.220341,52.577484
LN1 1ZW,England,Lincolnshire Teaching,-0.54338,53.231009
NR33 8PS,England,Great Yarmouth and Waveney,1.704778,52.463189
SE18 1NX,England,Greenwich Teaching,0.095648,51.48567
DN36 5QL,England,Lincolnshire Teaching,-0.056117,53.467268
KY2 6QR,Scotland,Kirkcaldy and Levenmouth Community Health Partnership,-3.206507,56.13361
LS2 8JW,England,Leeds,-1.541048,53.800668
WR6 6EX,England,Herefordshire,-2.462064,52.272312
NE33 2AQ,England,South Tyneside,-1.432016,55.005554
PL13 1FB,England,Cornwall and Isles of Scilly,-4.45103,50.362854
TS10 4AH,England,Redcar and Cleveland,-1.078743,54.603491
HP2 5YN,England,Hertfordshire,-0.467813,51.763408
KA3 7UW,Scotland,East Ayrshire Community Health Partnership,-4.480751,55.620588
SN6 7PG,England,Swindon,-1.70437,51.63076
ME13 9LW,England,Eastern and Coastal Kent,1.003062,51.289166
EC1P 1GB,England,Islington,-0.112042,51.524565
BB2 4LR,England,Blackburn with Darwen Teaching,-2.495629,53.729298
CM2 6XW,England,Mid Essex,0.501232,51.74158
GL51 7RP,England,Gloucestershire,-2.111754,51.902752
EH4 4SS,Scotland,Edinburgh Community Health Partnership,-3.2655,55.97201
SA32 8DW,Wales,Hywel Dda University Health Board,-4.315664,51.832765
DD3 6JJ,Scotland,Dundee Community Health Partnership,-2.979795,56.46683
OX9 2HW,England,Buckinghamshire,-0.996141,51.735388
CR4 4XU,England,Sutton and Merton,-0.165066,51.397074
WS14 9LN,England,South Staffordshire,-1.760441,52.672049
B61 0GF,England,Worcestershire,-2.063781,52.365825
SM4 9SG,England,Sutton and Merton,-0.196133,51.401405
TA1 5PN,England,Somerset,-3.132515,51.007576
KT22 0EX,England,Surrey,-0.349749,51.324625
SY8 1EF,England,Shropshire County,-2.719861,52.368692
FK4 1NW,Scotland,Falkirk Community Health Partnership,-3.880466,56.008149
PE1 1DW,England,Peterborough,-0.242494,52.571862
SP2 9NY,England,Wiltshire,-1.828147,51.077004
DE4 3DD,England,Derbyshire County,-1.552621,53.129447
TD8 6HD,Scotland,Scottish Borders Community Health and Care Partnership,-2.550032,55.478484
OX14 5JX,England,Oxfordshire,-1.298626,51.666056
PE8 5PE,England,Northamptonshire Teaching,-0.461797,52.453053
NW2 5BL,England,Brent Teaching,-0.230291,51.549519
CR7 8HU,England,Croydon,-0.1039,51.407809
G78 1NB,Scotland,East Renfrewshire Community Health and Care Partnership,-4.39595,55.81166
RM15 4RL,England,South West Essex,0.251455,51.505515
NR8 6FY,England,Norfolk,1.215195,52.69192
IG8 7BJ,England,Redbridge,0.038252,51.601572
AB41 8YX,Scotland,Aberdeenshire Community Health Partnership,-2.07573,57.430175
TR18 5AF,England,Cornwall and Isles of Scilly,-5.551392,50.105147
DN21 5SG,England,Lincolnshire Teaching,-0.6001,53.426445
PE12 9LJ,England,Lincolnshire Teaching,0.131736,52.808932
NE24 4PT,England,Northumberland,-1.53499,55.11599
W2 6BL,England,Westminster,-0.181703,51.519029
NE99 1PB,England,Newcastle,-1.610028,54.978505
TR14 8HB,England,Cornwall and Isles of Scilly,-5.300086,50.213048
BN1 9AR,England,Brighton and Hove City,-0.11006,50.858036
NW1W 7SF,England,Camden,-0.13543,51.530784
EX34 9PB,England,Devon,-4.113554,51.207319
TW5 0NA,England,Hounslow,-0.374075,51.485597
RG1 4QT,England,Berkshire West,-0.964379,51.452379
GU12 4PG,England,Hampshire,-0.751793,51.243649
BN43 5WR,England,West Sussex,-0.277121,50.836628
B79 7YQ,England,South Staffordshire,-1.716787,52.637477
IV22 2HJ,Scotland,Highland Health and Social Care Partnership,-5.174188,57.578026
DA11 9PS,England,West Kent,0.338933,51.440059
PE28 4RZ,England,Cambridgeshire,-0.239804,52.325403
TS23 1JA,England,Stockton-on-Tees Teaching,-1.284671,54.593394
SL6 4UZ,England,Berkshire East,-0.725126,51.522255
PH16 5SR,Scotland,Perth and Kinross Community Health Partnership,-3.728132,56.696655
LL71 8BP,Wales,Betsi Cadwaladr University Health Board,-4.276319,53.342395
KT4 8GA,England,Sutton and Merton,-0.24253,51.382192
B4 7AY,England,Heart of Birmingham Teaching,-1.893181,52.488685
BL8 1WN,England,Bury,-2.317757,53.602501
S6 6RF,England,Sheffield,-1.540747,53.406078
LA23 1LS,England,Cumbria Teaching,-2.956524,54.415896
CT15 5BJ,England,Eastern and Coastal Kent,1.301025,51.202062
NG5 0SL,England,Nottinghamshire County Teaching,-1.133554,52.996179
